"","user","rec 1","rec 2","rec 3","rec 4","rec 5","rec 6","rec 7","rec 8","rec 9","rec 10"
"1162","18274","the.rolling.stones","anti.flag","marilyn.manson","stone.sour","eric.clapton","serj.tankian","metallica","billy.talent","afi","linkin.park"
"1163","18278","in.flames","dark.tranquillity","equilibrium","kreator","finntroll","slayer","opeth","korpiklaani","die.apokalyptischen.reiter","eluveitie"
"1164","18302","the.postal.service","incubus","the.hives","arctic.monkeys","interpol","the.libertines","adam.green","coldplay","kings.of.leon","franz.ferdinand"
"1165","18312","pearl.jam","bad.religion","bob.marley","foo.fighters","the.clash","seeed","audioslave","the.white.stripes","oasis","nickelback"
"1166","18334","volbeat","motorhead","in.flames","dream.theater","kreator","children.of.bodom","ac.dc","iron.maiden","apocalyptica","hammerfall"
"1167","18348","apocalyptica","black.sabbath","ac.dc","dream.theater","motorhead","schandmaul","marilyn.manson","nirvana","rage.against.the.machine","slipknot"
"1168","18355","franz.ferdinand","travis","razorlight","the.kooks","clueso","the.hives","lenny.kravitz","robbie.williams","bob.marley...the.wailers","gentleman"
"1169","18379","kings.of.leon","the.wombats","the.hives","razorlight","franz.ferdinand","bloc.party","muse","the.fratellis","the.ting.tings","oasis"
"1170","18384","porcupine.tree","machine.head","heaven.shall.burn","deftones","trivium","slipknot","killswitch.engage","nine.inch.nails","dream.theater","dimmu.borgir"
"1171","18427","dropkick.murphys","bad.religion","seeed","red.hot.chili.peppers","in.extremo","millencolin","flogging.molly","farin.urlaub","kanye.west","bloodhound.gang"
"1172","18439","pink.floyd","jimi.hendrix","deep.purple","guns.n.roses","howard.shore","tool","genesis","aerosmith","the.beatles","hans.zimmer"
"1173","18447","morcheeba","air","faithless","thievery.corporation","portishead","kanye.west","justin.timberlake","digitalism","franz.ferdinand","bob.marley...the.wailers"
"1174","18451","razorlight","placebo","arctic.monkeys","kaiser.chiefs","marilyn.manson","the.hives","bloc.party","editors","oomph.","the.kooks"
"1175","18490","breaking.benjamin","bullet.for.my.valentine","sum.41","my.chemical.romance","three.days.grace","nickelback","rise.against","green.day","simple.plan","panic.at.the.disco"
"1176","18523","avril.lavigne","flyleaf","the.used","three.days.grace","scooter","robbie.williams","cascada","him","hoobastank","fall.out.boy"
"1177","18529","pink","my.chemical.romance","linkin.park","lady.gaga","leona.lewis","the.pussycat.dolls","christina.aguilera","beyonce","katy.perry","cypress.hill"
"1178","18538","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"1179","18540","eric.clapton","abba","the.rolling.stones","bob.dylan","led.zeppelin","ac.dc","queen","jimi.hendrix","oomph.","tom.waits"
"1180","18559","portishead","boards.of.canada","yann.tiersen","alanis.morissette","aphex.twin","thievery.corporation","johnny.cash","air","faithless","morcheeba"
"1181","18593","thievery.corporation","goldfrapp","air","jamiroquai","moby","mogwai","katie.melua","the.prodigy","gorillaz","cat.power"
"1182","18601","queens.of.the.stone.age","pearl.jam","beatsteaks","incubus","oasis","radiohead","the.white.stripes","u2","audioslave","pink.floyd"
"1183","18623","iron.maiden","a.perfect.circle","dredg","manowar","judas.priest","porcupine.tree","portishead","nine.inch.nails","dream.theater","deep.purple"
"1184","18631","u2","elvis.presley","bruce.springsteen","michael.jackson","queen","dido","pink.floyd","the.rolling.stones","duffy","howard.shore"
"1185","18634","jack.johnson","foo.fighters","bob.marley","oasis","farin.urlaub","gorillaz","seeed","rage.against.the.machine","the.offspring","manu.chao"
"1186","18652","dark.tranquillity","dimmu.borgir","blind.guardian","arch.enemy","schandmaul","hammerfall","lacuna.coil","slayer","heaven.shall.burn","volbeat"
"1187","18666","interpol","anti.flag","death.cab.for.cutie","gorillaz","misfits","flogging.molly","queens.of.the.stone.age","the.killers","elliott.smith","muse"
"1188","18669","deichkind","mgmt","kaiser.chiefs","the.killers","arctic.monkeys","kanye.west","seeed","daft.punk","digitalism","editors"
"1189","18681","manowar","judas.priest","pearl.jam","sonata.arctica","dream.theater","nightwish","guns.n.roses","placebo","apocalyptica","nofx"
"1190","18715","stars","the.decemberists","the.strokes","beirut","the.smashing.pumpkins","modest.mouse","yann.tiersen","muse","sufjan.stevens","nirvana"
"1191","18719","kings.of.leon","the.killers","arctic.monkeys","the.subways","the.fratellis","kaiser.chiefs","jimmy.eat.world","death.cab.for.cutie","the.strokes","the.hives"
"1192","18724","red.hot.chili.peppers","peter.fox","nickelback","nirvana","genesis","r.e.m.","gorillaz","the.offspring","foo.fighters","billy.talent"
"1193","18725","underoath","funeral.for.a.friend","atreyu","silverstein","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi"
"1194","18730","system.of.a.down","die.toten.hosen","rage.against.the.machine","limp.bizkit","hoobastank","foo.fighters","sum.41","stone.sour","green.day","the.hives"
"1195","18736","nada.surf","bright.eyes","bloc.party","justice","the.fray","mgmt","the.chemical.brothers","hot.chip","air","beastie.boys"
"1196","18765","scooter","genesis","faithless","hans.zimmer","groove.coverage","guns.n.roses","howard.shore","michael.jackson","abba","depeche.mode"
"1197","18768","elvis.presley","the.doors","led.zeppelin","u2","dido","johnny.cash","david.bowie","dire.straits","mika","pink.floyd"
"1198","18779","hans.zimmer","placebo","abba","depeche.mode","cascada","genesis","scooter","porcupine.tree","marilyn.manson","oomph."
"1199","18790","gorillaz","system.of.a.down","cypress.hill","arch.enemy","the.chemical.brothers","bob.marley...the.wailers","opeth","fall.out.boy","nine.inch.nails","disturbed"
"1200","18795","radiohead","aphex.twin","the.white.stripes","muse","anti.flag","beirut","nine.inch.nails","nofx","adam.green","nouvelle.vague"
"1201","18804","cypress.hill","air","thievery.corporation","justice","the.chemical.brothers","bob.marley...the.wailers","digitalism","morcheeba","radiohead","goldfrapp"
"1202","18816","the.national","the.shins","interpol","death.cab.for.cutie","arctic.monkeys","the.kooks","radiohead","the.hives","mando.diao","beirut"
"1203","18847","jason.mraz","amy.winehouse","red.hot.chili.peppers","lenny.kravitz","dido","alanis.morissette","the.doors","johnny.cash","bob.dylan","tom.waits"
"1204","18870","oasis","bloc.party","razorlight","the.hives","kings.of.leon","kate.nash","incubus","abba","the.subways","beatsteaks"
"1205","18879","in.extremo","him","serj.tankian","evanescence","the.used","blind.guardian","good.charlotte","panic.at.the.disco","limp.bizkit","jimmy.eat.world"
"1206","18905","foo.fighters","farin.urlaub","oasis","the.hives","arctic.monkeys","clueso","incubus","panic.at.the.disco","hans.zimmer","jack.johnson"
"1207","18934","britney.spears","beyonce","nelly.furtado","christina.aguilera","katy.perry","black.eyed.peas","justin.timberlake","pink","michael.jackson","queen"
"1208","18949","morcheeba","jamiroquai","aphex.twin","the.chemical.brothers","nouvelle.vague","the.prodigy","daft.punk","jose.gonzalez","u2","mogwai"
"1209","18957","as.i.lay.dying","underoath","caliban","all.that.remains","slipknot","serj.tankian","amy.macdonald","chimaira","james.morrison","heaven.shall.burn"
"1210","18961","beatsteaks","muse","jack.johnson","nirvana","coldplay","queens.of.the.stone.age","audioslave","mando.diao","nada.surf","bob.marley"
"1211","18983","children.of.bodom","slayer","hammerfall","equilibrium","dark.tranquillity","rammstein","disturbed","tenacious.d","him","kreator"
"1212","18994","parkway.drive","atreyu","killswitch.engage","hatebreed","heaven.shall.burn","billy.talent","fall.out.boy","chimaira","underoath","flyleaf"
"1213","18999","marilyn.manson","die.toten.hosen","rammstein","limp.bizkit","simple.plan","incubus","foo.fighters","bullet.for.my.valentine","green.day","farin.urlaub"
"1214","19012","daft.punk","snow.patrol","beastie.boys","travis","kings.of.convenience","justice","bob.marley","boards.of.canada","thievery.corporation","portishead"
"1215","19024","cypress.hill","jay.z","mando.diao","kings.of.leon","franz.ferdinand","the.fratellis","bloc.party","bob.marley...the.wailers","the.streets","kaiser.chiefs"
"1216","19040","slayer","volbeat","dark.tranquillity","children.of.bodom","kreator","iron.maiden","motorhead","ac.dc","hammerfall","sonata.arctica"
"1217","19043","the.killers","justice","the.chemical.brothers","foo.fighters","kaiser.chiefs","beastie.boys","queens.of.the.stone.age","the.strokes","the.subways","snow.patrol"
"1218","19049","keane","kaiser.chiefs","the.postal.service","kings.of.leon","the.kooks","faithless","morcheeba","babyshambles","air","thievery.corporation"
"1219","19071","the.hives","kings.of.leon","incubus","razorlight","kaiser.chiefs","lily.allen","green.day","panic.at.the.disco","franz.ferdinand","hoobastank"
"1220","19090","jimi.hendrix","hot.chip","david.bowie","the.rolling.stones","johnny.cash","daft.punk","the.decemberists","the.cure","led.zeppelin","depeche.mode"
"1221","19101","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"1222","19103","daft.punk","moby","beastie.boys","nouvelle.vague","faithless","bjork","boards.of.canada","cypress.hill","gorillaz","depeche.mode"
"1223","19111","michael.jackson","alanis.morissette","katie.melua","frank.sinatra","gentleman","jack.johnson","lenny.kravitz","manu.chao","dido","jay.z"
"1224","19135","the.national","nada.surf","arcade.fire","editors","death.cab.for.cutie","the.decemberists","beck","kaiser.chiefs","the.postal.service","cat.power"
"1225","19167","farin.urlaub","gentleman","muse","incubus","green.day","die.toten.hosen","tenacious.d","guano.apes","seeed","him"
"1226","19182","genesis","bob.dylan","r.e.m.","tom.waits","queen","eric.clapton","the.doors","tori.amos","bruce.springsteen","deftones"
"1227","19202","chimaira","hatebreed","machine.head","godsmack","bullet.for.my.valentine","underoath","seether","tenacious.d","alexisonfire","system.of.a.down"
"1228","19207","simple.plan","linkin.park","funeral.for.a.friend","atreyu","hoobastank","bring.me.the.horizon","fall.out.boy","pink","three.days.grace","rise.against"
"1229","19213","flyleaf","lady.gaga","christina.aguilera","linkin.park","the.pussycat.dolls","leona.lewis","hoobastank","lostprophets","cascada","good.charlotte"
"1230","19227","cascada","the.chemical.brothers","gorillaz","faithless","beastie.boys","justice","the.smashing.pumpkins","marilyn.manson","oomph.","system.of.a.down"
"1231","19236","apocalyptica","flogging.molly","rammstein","lacuna.coil","marilyn.manson","him","simple.plan","howard.shore","the.used","jimmy.eat.world"
"1232","19262","subway.to.sally","in.extremo","placebo","nightwish","him","howard.shore","marilyn.manson","oomph.","system.of.a.down","eels"
"1233","19278","eluveitie","die.apokalyptischen.reiter","subway.to.sally","sonic.syndicate","finntroll","in.extremo","equilibrium","ensiferum","in.flames","rob.zombie"
"1234","19329","the.rolling.stones","david.bowie","manu.chao","the.doors","elvis.presley","eric.clapton","jimi.hendrix","pink.floyd","bob.marley...the.wailers","oasis"
"1235","19359","peter.fox","guns.n.roses","red.hot.chili.peppers","green.day","nirvana","hans.zimmer","rammstein","bob.marley","gentleman","genesis"
"1236","19384","kreator","hammerfall","dimmu.borgir","slayer","audioslave","godsmack","apocalyptica","manowar","opeth","equilibrium"
"1237","19398","system.of.a.down","panic.at.the.disco","justin.timberlake","kanye.west","the.used","die.toten.hosen","nickelback","evanescence","serj.tankian","green.day"
"1238","19439","yann.tiersen","frank.sinatra","arcade.fire","bob.dylan","bjork","david.bowie","goldfrapp","elliott.smith","the.smiths","belle.and.sebastian"
"1239","19441","the.smashing.pumpkins","a.perfect.circle","the.white.stripes","muse","the.doors","dream.theater","beck","jose.gonzalez","boards.of.canada","the.strokes"
"1240","19470","robbie.williams","bruce.springsteen","genesis","norah.jones","r.e.m.","the.fray","the.cure","queen","oasis","faithless"
"1241","19472","disturbed","stone.sour","linkin.park","flyleaf","blink.182","bullet.for.my.valentine","breaking.benjamin","system.of.a.down","staind","the.offspring"
"1242","19474","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"1243","19499","morcheeba","massive.attack","boards.of.canada","tom.waits","bob.marley...the.wailers","jamiroquai","air","goldfrapp","elvis.presley","manu.chao"
"1244","19501","bob.dylan","eric.clapton","johnny.cash","the.doors","david.bowie","pink.floyd","jimi.hendrix","elvis.presley","blur","led.zeppelin"
"1245","19515","sonata.arctica","oomph.","evanescence","rob.zombie","in.extremo","apocalyptica","slipknot","nirvana","him","schandmaul"
"1246","19521","thievery.corporation","nouvelle.vague","boards.of.canada","jamiroquai","faithless","dredg","nine.inch.nails","mogwai","a.perfect.circle","the.cure"
"1247","19565","the.streets","the.strokes","arctic.monkeys","hot.chip","razorlight","oasis","modest.mouse","the.subways","bright.eyes","beck"
"1248","19581","eric.clapton","the.rolling.stones","genesis","tom.waits","the.doors","nada.surf","the.shins","david.bowie","jimi.hendrix","the.decemberists"
"1249","19596","rammstein","beatsteaks","flogging.molly","the.offspring","dropkick.murphys","anti.flag","millencolin","him","marilyn.manson","nightwish"
"1250","19623","guns.n.roses","pink.floyd","queen","elvis.presley","led.zeppelin","the.cure","tom.waits","u2","jimi.hendrix","black.sabbath"
"1251","19629","the.smashing.pumpkins","bloc.party","porcupine.tree","tool","death.cab.for.cutie","coldplay","deftones","travis","interpol","mogwai"
"1252","19637","faithless","die.toten.hosen","rage.against.the.machine","farin.urlaub","the.hives","scooter","goldfrapp","gorillaz","bloodhound.gang","beastie.boys"
"1253","19639","guns.n.roses","iron.maiden","red.hot.chili.peppers","deep.purple","rage.against.the.machine","the.doors","the.strokes","guano.apes","the.white.stripes","slayer"
"1254","19642","a.perfect.circle","queens.of.the.stone.age","the.smashing.pumpkins","rage.against.the.machine","dream.theater","placebo","opeth","adam.green","incubus","tenacious.d"
"1255","19662","lacuna.coil","eluveitie","schandmaul","children.of.bodom","die.apokalyptischen.reiter","kreator","sonata.arctica","motorhead","caliban","korpiklaani"
"1256","19672","gorillaz","aphex.twin","bob.marley","goldfrapp","eminem","massive.attack","rammstein","the.chemical.brothers","incubus","morcheeba"
"1257","19695","babyshambles","the.strokes","damien.rice","stars","jay.z","mando.diao","arctic.monkeys","death.cab.for.cutie","beirut","the.decemberists"
